Filename,Time (seconds),Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12
mhwgo.mp3,32.69370,0.0365,0.0247,0.7132,0.1845,0.1438,0.0660,0.0735,0.6907,0.2057,1.0000,0.1153,0.1173
mhwgo.mp3,32.87946,0.0239,0.0390,0.5011,0.0827,0.1664,0.0576,0.0640,0.2923,0.1631,1.0000,0.0129,0.1612
mhwgo.mp3,33.06522,0.0389,0.0851,0.6134,0.2116,0.1988,0.1065,0.6730,0.0383,0.1218,1.0000,0.0411,0.2115
mhwgo.mp3,33.25098,0.0209,0.0506,0.8753,0.1765,0.3274,0.1235,1.0000,0.0051,0.2430,0.5122,0.2395,0.2081
mhwgo.mp3,33.43673,0.0399,0.0329,0.9924,0.2667,0.0551,0.0498,1.0000,0.0428,0.0176,0.3617,0.1869,0.0171
mhwgo.mp3,33.62249,0.0290,0.0083,0.5478,0.1558,1.0000,0.2058,0.2596,0.5992,0.0249,0.2024,0.0939,0.4391
mhwgo.mp3,33.80825,0.0305,0.0580,0.3230,0.1727,1.0000,0.2706,0.0360,0.5821,0.1073,0.0498,0.0601,0.7535
mhwgo.mp3,33.99401,0.0424,0.1105,0.3632,0.1205,0.6675,0.0292,0.1094,0.4000,0.0533,0.0267,0.1527,1.0000
mhwgo.mp3,34.17977,0.0057,0.0238,0.3549,0.0650,0.5146,0.0316,0.2182,0.1665,0.0680,0.0073,0.0896,1.0000
mhwgo.mp3,34.36553,0.0300,0.0573,0.2374,0.1540,0.7135,0.0970,0.2381,0.2636,0.0878,0.0361,0.0938,1.0000
mhwgo.mp3,34.55129,0.0534,0.0314,0.1533,0.1215,0.4840,0.0364,0.1228,0.2834,0.0645,0.0000,0.0327,1.0000
mhwgo.mp3,34.73705,0.0172,0.0885,0.2153,0.0899,0.5283,0.0441,0.2974,0.2314,0.0212,0.0389,0.1370,1.0000
mhwgo.mp3,34.92281,0.0506,0.0561,0.0976,0.0174,0.7399,0.0544,0.1609,0.0825,0.0598,0.0304,0.0343,1.0000
mhwgo.mp3,35.10857,0.0189,0.0089,0.7273,0.0844,1.0000,0.0250,0.1520,0.1460,0.0541,0.0684,0.0849,0.6092
mhwgo.mp3,35.29433,0.0530,0.0346,0.6915,0.0833,1.0000,0.0378,0.1280,0.2221,0.1650,0.0259,0.0685,0.4517
mhwgo.mp3,35.48009,0.1499,0.0146,0.6711,0.1309,0.7060,0.2691,0.0140,1.0000,0.0093,0.1332,0.0152,0.4201
mhwgo.mp3,35.66585,0.0189,0.0093,0.1054,0.2524,1.0000,0.0728,0.0043,0.8760,0.0477,0.0358,0.0132,0.4518
mhwgo.mp3,35.85161,0.0112,0.0030,0.0407,0.1125,1.0000,0.0453,0.0250,0.4060,0.0217,0.0033,0.0309,0.2875
mhwgo.mp3,36.03737,0.0637,0.0723,1.0000,0.4391,0.3224,0.1533,0.0647,0.3645,0.0870,0.1196,0.2119,0.1409
mhwgo.mp3,36.22313,0.0195,0.0294,1.0000,0.1523,0.1644,0.0666,0.0468,0.4528,0.0199,0.3487,0.1648,0.0746
mhwgo.mp3,36.40889,0.0098,0.0552,1.0000,0.2339,0.0412,0.0410,0.1192,0.1918,0.0874,0.8482,0.1378,0.0583
mhwgo.mp3,36.59465,0.0577,0.0344,0.8698,0.1911,0.0000,0.0921,0.0617,0.1394,0.0915,1.0000,0.1275,0.1078
mhwgo.mp3,36.78041,0.0693,0.0049,1.0000,0.1783,0.0489,0.0972,0.0920,0.2932,0.0862,0.8103,0.1095,0.2354
mhwgo.mp3,36.96617,0.0249,0.0707,0.5134,0.0042,0.1874,0.0682,0.0822,0.1762,0.1272,1.0000,0.0208,0.1373
mhwgo.mp3,37.15193,0.0770,0.0239,0.5793,0.0633,0.1866,0.1685,0.0148,0.1804,0.1123,1.0000,0.0150,0.0853
mhwgo.mp3,37.33769,0.0904,0.0471,0.7770,0.1057,0.2253,0.0842,0.0397,0.0924,0.1084,1.0000,0.0073,0.0762
mhwgo.mp3,37.52345,0.0095,0.0035,1.0000,0.1117,0.1354,0.0292,0.0536,0.1328,0.0583,0.3168,0.0843,0.0903
mhwgo.mp3,37.70921,0.0291,0.0066,1.0000,0.1709,0.0990,0.0465,0.0491,0.3901,0.0188,0.1593,0.0932,0.1841
mhwgo.mp3,37.89497,0.1339,0.0000,1.0000,0.1131,0.0344,0.2031,0.0573,0.9027,0.0247,0.3354,0.0410,0.1501
mhwgo.mp3,38.08073,0.0081,0.0638,0.3036,0.0461,0.1017,0.0471,0.0106,1.0000,0.0000,0.0988,0.0480,0.2394
mhwgo.mp3,38.26649,0.0669,0.0402,0.4054,0.0101,0.0614,0.0939,0.0147,1.0000,0.0053,0.0884,0.0016,0.2183
mhwgo.mp3,38.45224,1.0000,0.0068,0.0491,0.1242,0.0528,0.0813,0.0407,0.4610,0.0406,0.0125,0.0220,0.2444
mhwgo.mp3,38.63800,0.9501,0.0697,0.2819,0.0322,0.1271,0.0740,0.0354,1.0000,0.0000,0.0232,0.0384,0.2755
mhwgo.mp3,38.82376,0.6212,0.0064,0.2819,0.1236,0.1448,0.0303,0.0403,1.0000,0.0471,0.0114,0.0080,0.1949
mhwgo.mp3,39.00952,0.8837,0.0105,0.1871,0.1387,0.0410,0.0000,0.1185,1.0000,0.0118,0.0223,0.0243,0.2146
mhwgo.mp3,39.19528,1.0000,0.0105,0.1969,0.1193,0.0905,0.0138,0.1670,0.9431,0.0126,0.0226,0.0022,0.1208
mhwgo.mp3,39.38104,0.4666,0.0216,0.1005,0.0540,0.0666,0.0103,0.0206,1.0000,0.0066,0.0278,0.0000,0.1172
mhwgo.mp3,39.56680,0.5625,0.0049,0.1389,0.0546,0.0634,0.0497,0.0224,1.0000,0.0342,0.0044,0.0165,0.2040
mhwgo.mp3,39.75256,0.9182,0.0259,0.1313,0.1741,0.1183,0.0000,0.1810,1.0000,0.0000,0.0836,0.0286,0.1966
mhwgo.mp3,39.93832,1.0000,0.0000,0.8770,0.2958,0.3013,0.0208,0.1010,0.9779,0.0626,0.0127,0.1127,0.3674
mhwgo.mp3,40.12408,0.4161,0.0015,0.8386,0.2701,0.2933,0.0000,0.1426,1.0000,0.0713,0.0697,0.0788,0.3424
mhwgo.mp3,40.30984,0.4593,0.0508,0.5460,0.1361,0.0979,0.1399,0.0936,1.0000,0.0000,0.1552,0.0065,0.1651
mhwgo.mp3,40.49560,1.0000,0.0746,0.0427,0.1339,0.1201,0.0762,0.0051,0.7529,0.0179,0.0109,0.0456,0.3919
mhwgo.mp3,40.68136,1.0000,0.0422,0.1482,0.1031,0.0113,0.1788,0.0197,0.5492,0.0361,0.0035,0.0172,0.4213
mhwgo.mp3,40.86712,0.3984,0.0222,1.0000,0.0376,0.2138,0.0000,0.1128,0.4153,0.1043,0.0760,0.0767,0.3986
mhwgo.mp3,41.05288,0.1327,0.0338,1.0000,0.0351,0.1609,0.0139,0.0527,0.3616,0.0357,0.4814,0.0081,0.3725
mhwgo.mp3,41.23864,0.2127,0.0470,1.0000,0.1656,0.0219,0.0869,0.0438,0.2209,0.1940,0.8223,0.0202,0.2947
mhwgo.mp3,41.42440,0.0933,0.0586,0.9214,0.2127,0.1598,0.0928,0.0643,0.4836,0.1679,1.0000,0.0063,0.2518
mhwgo.mp3,41.61016,0.1503,0.0356,0.8986,0.2892,0.1738,0.0000,0.2023,1.0000,0.1361,0.9312,0.0782,0.2604
mhwgo.mp3,41.79592,0.1114,0.0938,0.3667,0.1655,0.0892,0.0776,0.0140,0.4022,0.0960,1.0000,0.0031,0.0367
mhwgo.mp3,41.98168,0.0433,0.0947,0.5370,0.1357,0.2365,0.0862,0.2087,0.1560,0.1331,1.0000,0.0084,0.1462
mhwgo.mp3,42.16744,0.0728,0.0890,1.0000,0.1442,0.2834,0.0711,0.1197,0.8180,0.2768,0.8890,0.0194,0.2509
mhwgo.mp3,42.35320,0.0523,0.0183,0.5584,0.2366,0.0594,0.0411,0.1287,0.5001,0.0089,1.0000,0.0119,0.1306
mhwgo.mp3,42.53896,0.1310,0.0928,0.6759,0.0974,0.0776,0.2476,0.4013,0.1707,0.1800,1.0000,0.0684,0.0705
mhwgo.mp3,42.72472,0.0279,0.1270,0.8296,0.1829,0.2816,0.1427,0.8016,0.0131,0.1597,1.0000,0.0834,0.2234
mhwgo.mp3,42.91048,0.0215,0.0313,1.0000,0.0910,0.0768,0.0123,0.4750,0.0151,0.0370,0.2929,0.1303,0.0060
mhwgo.mp3,43.09624,0.0316,0.1269,1.0000,0.0331,0.0815,0.2973,0.4196,0.2535,0.3019,0.1148,0.3582,0.1085
mhwgo.mp3,43.28200,0.0488,0.0037,0.2252,0.0510,0.0436,0.0082,0.0275,1.0000,0.0092,0.0016,0.0162,0.0832
mhwgo.mp3,43.46776,0.0376,0.0008,0.3618,0.0240,0.0258,0.0314,0.0140,1.0000,0.0061,0.0072,0.0190,0.1188
mhwgo.mp3,43.65351,0.1421,0.0017,0.6822,0.0844,0.0617,0.0282,0.2029,1.0000,0.0222,0.0067,0.0461,0.0489
mhwgo.mp3,43.83927,0.0128,0.0000,0.7409,0.0276,0.0322,0.0161,0.0198,1.0000,0.0108,0.0000,0.0375,0.0848
mhwgo.mp3,44.02503,0.0549,0.0142,0.5108,0.0810,0.0138,0.0206,0.0365,1.0000,0.0000,0.0337,0.0268,0.0766
mhwgo.mp3,44.21079,0.0364,0.0057,0.4182,0.1031,0.0398,0.0347,0.0216,1.0000,0.0152,0.0025,0.0613,0.1015
mhwgo.mp3,44.39655,0.0000,0.0097,0.4877,0.0961,0.0618,0.0329,0.0118,1.0000,0.0078,0.0049,0.0271,0.0847
mhwgo.mp3,44.58231,0.0160,0.0132,0.5813,0.1685,0.0030,0.0000,0.1579,1.0000,0.0222,0.0227,0.0040,0.2787
mhwgo.mp3,44.76807,0.0106,0.0000,0.9240,0.2351,0.0042,0.0000,0.0757,1.0000,0.0000,0.0024,0.0408,0.2143
mhwgo.mp3,44.95383,0.0149,0.0153,1.0000,0.0615,0.2188,0.0163,0.0606,0.6767,0.1151,0.0393,0.0694,0.2384
mhwgo.mp3,45.13959,0.1004,0.0099,0.8701,0.1298,0.1587,0.0071,0.1232,1.0000,0.0274,0.1028,0.0302,0.1618
mhwgo.mp3,45.32535,0.1389,0.0000,1.0000,0.2927,0.1234,0.0385,0.1657,0.9831,0.0424,0.0852,0.1713,0.1623
mhwgo.mp3,45.51111,0.0996,0.0929,1.0000,0.2398,0.0959,0.1178,0.1005,0.5747,0.0044,0.8275,0.1608,0.1075
mhwgo.mp3,45.69687,0.0081,0.0877,0.3861,0.1862,0.0132,0.0311,0.4469,0.0564,0.0095,1.0000,0.0818,0.1690
mhwgo.mp3,45.88263,0.0469,0.0733,0.5232,0.1435,0.1959,0.0063,0.5812,0.0251,0.0216,1.0000,0.2292,0.0347
mhwgo.mp3,46.06839,0.0072,0.0834,0.8034,0.1866,0.1600,0.0625,0.5586,0.0036,0.0524,1.0000,0.0430,0.1528
mhwgo.mp3,46.25415,0.1552,0.0209,1.0000,0.1414,0.2154,0.0940,0.3109,0.7985,0.0533,0.3868,0.1072,0.1622
mhwgo.mp3,46.43991,0.0818,0.1259,0.9807,0.0339,0.3199,0.1535,0.0830,1.0000,0.0781,0.3490,0.0106,0.1808
mhwgo.mp3,46.62567,0.0911,0.0022,1.0000,0.2134,0.1087,0.0594,0.0525,0.6804,0.0144,0.2608,0.0106,0.1765
mhwgo.mp3,46.81143,0.0394,0.0989,1.0000,0.1545,0.0834,0.0392,0.0369,0.5099,0.0212,0.1326,0.0970,0.1328
mhwgo.mp3,46.99719,0.1138,0.0528,1.0000,0.0184,0.0636,0.0926,0.1662,0.2643,0.0894,0.0981,0.1527,0.0547
mhwgo.mp3,47.18295,0.1053,0.0000,1.0000,0.2065,0.1613,0.0085,0.1354,0.1313,0.0575,0.1348,0.0834,0.0837
mhwgo.mp3,47.36871,0.0893,0.0045,1.0000,0.0421,0.2780,0.0747,0.0801,0.6241,0.0269,0.1529,0.0925,0.1273
mhwgo.mp3,47.55447,0.0999,0.0552,0.8431,0.1128,0.2272,0.0716,0.1064,1.0000,0.0000,0.1883,0.0128,0.1893
mhwgo.mp3,47.74023,0.0623,0.0019,1.0000,0.2227,0.1450,0.0562,0.1062,0.8719,0.0267,0.1359,0.0831,0.2533
mhwgo.mp3,47.92599,0.1358,0.0739,0.6899,0.0715,0.1880,0.0000,0.1105,1.0000,0.0352,0.1255,0.0358,0.0569
mhwgo.mp3,48.11175,0.0103,0.0104,0.4615,0.1461,0.0315,0.0259,0.3132,1.0000,0.0204,0.0070,0.0633,0.2418
mhwgo.mp3,48.29751,0.5415,0.0924,0.1196,0.1060,0.1213,0.0158,0.5535,1.0000,0.0000,0.0167,0.1626,0.1505
mhwgo.mp3,48.48327,1.0000,0.1266,0.2016,0.2801,0.1535,0.0264,0.9033,0.8864,0.0296,0.0349,0.1606,0.1808
mhwgo.mp3,48.66902,0.8934,0.0478,0.1875,0.1336,0.9007,0.2192,0.2718,1.0000,0.0000,0.1097,0.2000,0.1679
mhwgo.mp3,48.85478,0.9367,0.0549,0.0879,0.0415,1.0000,0.2872,0.0000,0.7537,0.0695,0.1791,0.0000,0.1202
mhwgo.mp3,49.04054,1.0000,0.0015,0.0971,0.1557,0.4927,0.2044,0.0403,0.7274,0.0311,0.0843,0.0839,0.1322
mhwgo.mp3,49.22630,0.8821,0.0132,0.0953,0.0884,1.0000,0.2208,0.0759,0.3527,0.0828,0.0358,0.1027,0.1406
mhwgo.mp3,49.41206,0.8559,0.0000,0.0915,0.1142,1.0000,0.2338,0.0997,0.0624,0.1951,0.0759,0.0316,0.1668
mhwgo.mp3,49.59782,1.0000,0.0012,0.0823,0.1729,0.7552,0.1664,0.0809,0.0954,0.1179,0.0976,0.0136,0.1078
mhwgo.mp3,49.78358,0.9734,0.0143,0.1624,0.0504,1.0000,0.1162,0.1374,0.1075,0.1444,0.0154,0.1927,0.0660
mhwgo.mp3,49.96934,0.6150,0.0000,0.1125,0.0427,1.0000,0.1314,0.1319,0.0244,0.0807,0.0334,0.1027,0.0860
mhwgo.mp3,50.15510,0.9614,0.1862,0.1680,0.2138,1.0000,0.0537,0.2311,0.1198,0.1580,0.8258,0.0934,0.0876
mhwgo.mp3,50.34086,0.6758,0.0343,0.1233,0.2051,0.3545,0.0494,0.0577,1.0000,0.0223,0.2079,0.1752,0.4583
mhwgo.mp3,50.52662,0.4378,0.0070,0.1497,0.1214,0.1615,0.0006,0.2110,1.0000,0.0561,0.1546,0.1828,0.3134
mhwgo.mp3,50.71238,0.3191,0.0000,0.5611,0.1894,0.1081,0.0530,0.1899,1.0000,0.0528,0.0306,0.1383,0.7390
mhwgo.mp3,50.89814,0.1320,0.0000,0.9038,0.4827,0.1215,0.0445,0.3614,0.9251,0.0106,0.0740,0.1188,1.0000
mhwgo.mp3,51.08390,0.1240,0.0266,0.7092,0.1530,0.1776,0.0582,0.0921,1.0000,0.0041,0.1316,0.0465,0.6367
mhwgo.mp3,51.26966,0.0126,0.0482,0.9197,0.1271,0.3383,0.0000,0.1150,1.0000,0.1123,0.0518,0.0817,0.7402
mhwgo.mp3,51.45542,0.0903,0.0000,1.0000,0.2026,0.1998,0.0000,0.1466,0.4624,0.0222,0.1710,0.0761,0.4111
mhwgo.mp3,51.64118,0.0185,0.0987,1.0000,0.2941,0.1654,0.0361,0.7653,0.1845,0.0262,0.7303,0.4716,0.1726
mhwgo.mp3,51.82694,0.0186,0.2025,1.0000,0.1678,0.3470,0.0788,0.8444,0.2602,0.0008,0.7933,0.3726,0.1562
mhwgo.mp3,52.01270,0.0608,0.0468,1.0000,0.1510,0.2421,0.0759,0.4281,0.0154,0.0192,0.9576,0.0354,0.1567
mhwgo.mp3,52.19846,0.0449,0.0461,0.5389,0.0970,0.1446,0.1059,0.0568,0.0218,0.0090,1.0000,0.1085,0.0293
mhwgo.mp3,52.38422,0.0420,0.0559,0.4125,0.0030,0.2100,0.0884,0.0370,0.0191,0.0080,1.0000,0.0113,0.0361
mhwgo.mp3,52.56998,0.0062,0.0778,0.5471,0.1045,0.1831,0.0414,0.0412,0.0158,0.0631,1.0000,0.0122,0.0942
mhwgo.mp3,52.75574,0.0262,0.0185,0.6374,0.0999,0.2238,0.0498,0.0316,1.0000,0.0271,0.2223,0.1349,0.1476
mhwgo.mp3,52.94150,0.0292,0.0186,0.3737,0.0883,0.1257,0.0411,0.0168,1.0000,0.0257,0.0266,0.0762,0.0770
mhwgo.mp3,53.12726,0.0294,0.0000,0.4438,0.1395,0.0303,0.0475,0.0534,1.0000,0.0402,0.0085,0.0654,0.1382
mhwgo.mp3,53.31302,0.0675,0.0091,0.9038,0.2154,0.0317,0.0124,0.1890,1.0000,0.0230,0.0199,0.1718,0.1409
mhwgo.mp3,53.49878,0.1046,0.0000,0.7601,0.1450,0.1397,0.0000,0.0996,1.0000,0.0054,0.1266,0.0547,0.1600
mhwgo.mp3,53.68454,0.0565,0.0173,0.7751,0.0169,0.4044,0.0054,0.0686,1.0000,0.1136,0.0201,0.0768,0.2239
mhwgo.mp3,53.87029,0.0091,0.0233,1.0000,0.1210,0.2802,0.1120,0.1071,0.7887,0.0071,0.1481,0.0496,0.2613
mhwgo.mp3,54.05605,0.0453,0.0518,1.0000,0.2287,0.0479,0.1374,0.1834,0.8174,0.0829,0.1017,0.0162,0.2303
mhwgo.mp3,54.24181,0.0818,0.2307,1.0000,0.0268,0.2514,0.2219,0.1063,0.9796,0.0713,0.1778,0.0354,0.1491
mhwgo.mp3,54.42757,0.0996,0.0210,1.0000,0.2215,0.0822,0.0761,0.0604,0.6151,0.0207,0.1926,0.0121,0.1324
mhwgo.mp3,54.61333,0.1904,0.0328,1.0000,0.1477,0.2080,0.0751,0.0845,0.6523,0.0338,0.2563,0.0440,0.1385
mhwgo.mp3,54.79909,0.1119,0.0700,0.9946,0.0751,0.2860,0.0110,0.1627,1.0000,0.1084,0.0982,0.0695,0.2053
mhwgo.mp3,54.98485,0.0721,0.0126,1.0000,0.1950,0.1740,0.0459,0.0895,0.8435,0.0219,0.1142,0.0877,0.1816
mhwgo.mp3,55.17061,0.0056,0.1559,0.6993,0.2263,0.0673,0.0546,0.3752,0.2988,0.0024,1.0000,0.2442,0.1326
mhwgo.mp3,55.35637,0.0038,0.1042,0.4160,0.0582,0.1179,0.0181,0.4516,0.0444,0.0023,1.0000,0.1059,0.1424
mhwgo.mp3,55.54213,0.0280,0.0657,0.5168,0.1197,0.1458,0.0475,0.4894,0.0048,0.0491,1.0000,0.0496,0.1319
mhwgo.mp3,55.72789,0.0152,0.0000,1.0000,0.1359,0.2418,0.0785,0.6058,0.1268,0.0811,0.8008,0.0398,0.2607
mhwgo.mp3,55.91365,0.1157,0.0000,0.8416,0.1210,0.1845,0.1082,0.1597,1.0000,0.0432,0.3368,0.0386,0.1920
mhwgo.mp3,56.09941,0.0502,0.0000,1.0000,0.0917,0.2302,0.0565,0.1128,0.9415,0.0654,0.2226,0.0885,0.2513
mhwgo.mp3,56.28517,0.0128,0.0000,1.0000,0.2414,0.0821,0.0469,0.0983,0.6077,0.0273,0.2491,0.0601,0.2183
mhwgo.mp3,56.47093,0.1129,0.0152,1.0000,0.1742,0.1416,0.0995,0.0773,0.7533,0.0247,0.2253,0.0544,0.1883
mhwgo.mp3,56.65669,0.0850,0.1107,0.9891,0.0230,0.3755,0.0741,0.0945,1.0000,0.0563,0.1618,0.0969,0.1470
mhwgo.mp3,56.84245,0.1100,0.0193,1.0000,0.2269,0.1293,0.0696,0.0569,0.4727,0.0126,0.1728,0.0237,0.0994
mhwgo.mp3,57.02821,0.0994,0.0120,1.0000,0.0959,0.1844,0.0847,0.0430,0.7663,0.0505,0.1415,0.0215,0.1599
mhwgo.mp3,57.21397,0.1415,0.0658,0.9689,0.0248,0.3238,0.0370,0.1137,1.0000,0.1514,0.0276,0.1253,0.1713
mhwgo.mp3,57.39973,0.1106,0.0000,1.0000,0.2469,0.1020,0.0587,0.0866,0.7071,0.0339,0.1618,0.0252,0.1745
mhwgo.mp3,57.58549,0.8499,0.0527,1.0000,0.2015,0.1905,0.0495,0.1624,0.4146,0.0228,0.0434,0.1585,0.6226
mhwgo.mp3,57.77125,1.0000,0.0538,0.8481,0.1830,0.0000,0.1024,0.0955,0.2938,0.0450,0.0439,0.0529,0.4930
mhwgo.mp3,57.95701,0.8327,0.1795,0.5429,0.1463,0.0370,0.0584,0.0561,1.0000,0.1140,0.0046,0.0606,0.1440
mhwgo.mp3,58.14277,0.8426,0.1285,0.4433,0.0331,0.1175,0.0246,0.0390,1.0000,0.0636,0.0556,0.0201,0.1240
mhwgo.mp3,58.32853,1.0000,0.0000,0.3644,0.1306,0.1063,0.0160,0.0535,0.7696,0.0543,0.0000,0.0206,0.1922
mhwgo.mp3,58.51429,0.7814,0.0647,0.2398,0.1335,0.0463,0.0110,0.0406,1.0000,0.0396,0.0315,0.0044,0.1024
mhwgo.mp3,58.70005,0.5343,0.0683,0.1722,0.0750,0.0876,0.0241,0.0221,1.0000,0.0454,0.0303,0.0009,0.0977
mhwgo.mp3,58.88580,0.9295,0.0641,0.1961,0.2562,0.0632,0.0217,0.2173,1.0000,0.0211,0.0892,0.0091,0.1851
mhwgo.mp3,59.07156,0.5171,0.1326,0.0697,0.1234,0.0273,0.0100,0.0498,1.0000,0.0000,0.0000,0.0743,0.1137
mhwgo.mp3,59.25732,0.3904,0.0501,0.1168,0.0766,0.0433,0.0456,0.0192,1.0000,0.0089,0.0109,0.0667,0.0834
mhwgo.mp3,59.44308,1.0000,0.0638,0.0545,0.0905,0.1057,0.0247,0.0770,0.8683,0.0000,0.0148,0.0143,0.2727
mhwgo.mp3,59.62884,1.0000,0.0190,0.0988,0.0257,0.0857,0.0774,0.0254,0.8584,0.0022,0.0203,0.0060,0.3099
mhwgo.mp3,59.81460,0.6488,0.0047,0.0784,0.0739,0.0771,0.0434,0.0026,1.0000,0.0080,0.0140,0.0071,0.1915
mhwgo.mp3,60.00036,0.9453,0.0333,0.0744,0.0429,0.1738,0.0879,0.0225,1.0000,0.1266,0.0000,0.0178,0.2376
mhwgo.mp3,60.18612,1.0000,0.0336,0.0726,0.1106,0.0845,0.0383,0.1935,0.4423,0.0503,0.0139,0.0166,0.1016
mhwgo.mp3,60.37188,1.0000,0.0000,0.7762,0.2506,0.2137,0.0108,0.1522,0.6400,0.0372,0.1340,0.0467,0.2037
mhwgo.mp3,60.55764,0.6900,0.1949,0.9633,0.7511,1.0000,0.0886,0.2788,0.5081,0.3581,0.0415,0.2740,0.2212
mhwgo.mp3,60.74340,0.2939,0.0123,0.1923,0.3476,1.0000,0.0608,0.1538,0.0578,0.0819,0.0385,0.1325,0.1269
mhwgo.mp3,60.92916,0.2973,0.0183,0.0682,0.1951,1.0000,0.0927,0.1290,0.5724,0.1043,0.0907,0.0639,0.1684
mhwgo.mp3,61.11492,0.7252,0.0095,0.1480,0.4594,0.1579,0.1055,0.1581,1.0000,0.0499,0.0854,0.1408,0.1933
mhwgo.mp3,61.30068,0.9441,0.0377,0.2387,0.2257,0.2528,0.0821,0.2087,1.0000,0.0052,0.0086,0.0805,0.2886
mhwgo.mp3,61.48644,0.4968,0.0100,1.0000,0.3029,0.1537,0.0379,0.1789,0.4999,0.0347,0.0115,0.1428,0.3514
mhwgo.mp3,61.67220,1.0000,0.1294,0.9221,0.2472,0.3785,0.0641,0.1796,0.5084,0.0375,0.0344,0.3057,0.2885
mhwgo.mp3,61.85796,0.0355,0.0399,0.7249,0.1252,1.0000,0.1836,0.1968,0.1701,0.1557,0.0842,0.1639,0.2969
mhwgo.mp3,62.04372,0.1809,0.1073,0.0591,0.0000,1.0000,0.2682,0.1514,0.1556,0.1591,0.0483,0.0853,0.2445
mhwgo.mp3,62.22948,0.0711,0.5854,0.1353,0.1584,0.8283,0.4287,1.0000,0.2872,0.2036,0.0461,0.4676,0.0916
mhwgo.mp3,62.41524,0.0798,0.0025,0.1790,0.0623,0.0475,0.0191,0.0693,1.0000,0.0000,0.0042,0.0300,0.0666
mhwgo.mp3,62.60100,0.0960,0.0043,0.2001,0.0507,0.0403,0.0375,0.0172,1.0000,0.0000,0.0138,0.0047,0.0586
mhwgo.mp3,62.78676,0.0498,0.0086,0.7968,0.0058,0.0586,0.0242,0.1045,1.0000,0.0048,0.0000,0.0755,0.0491
mhwgo.mp3,62.97252,0.0181,0.0000,0.8896,0.0950,0.0564,0.0000,0.0025,1.0000,0.0176,0.0000,0.0535,0.0965
mhwgo.mp3,63.15828,0.0063,0.0000,0.6039,0.0644,0.0130,0.0366,0.0047,1.0000,0.0000,0.0008,0.0353,0.1088
mhwgo.mp3,63.34404,0.0055,0.0108,0.4520,0.1116,0.0846,0.0000,0.0727,1.0000,0.0075,0.0041,0.0461,0.1805
mhwgo.mp3,63.52980,0.0029,0.0156,0.5766,0.1371,0.1535,0.0000,0.1627,1.0000,0.0649,0.0145,0.0996,0.1613
mhwgo.mp3,63.71556,0.0023,0.1085,0.5004,0.1630,0.0253,0.0072,0.3142,1.0000,0.0000,0.0081,0.1187,0.1270
mhwgo.mp3,63.90132,0.1145,0.0215,0.9161,0.1136,0.2308,0.0589,0.0713,1.0000,0.1178,0.0254,0.0931,0.1564
mhwgo.mp3,64.08707,0.1301,0.0000,1.0000,0.1669,0.1284,0.0495,0.0765,0.6686,0.0041,0.2173,0.0689,0.1108
mhwgo.mp3,64.27283,0.0118,0.1169,0.9063,0.1144,0.1745,0.0775,0.1691,1.0000,0.0735,0.1678,0.0977,0.1670
mhwgo.mp3,64.45859,0.0670,0.0960,0.7635,0.0318,0.1666,0.1416,0.0389,1.0000,0.0368,0.1313,0.0637,0.1079
mhwgo.mp3,64.64435,0.0807,0.0115,1.0000,0.1474,0.1371,0.0854,0.0427,0.7038,0.0169,0.1574,0.0215,0.1310
mhwgo.mp3,64.83011,0.0120,0.0510,0.5708,0.1675,0.0166,0.0912,0.6284,0.0426,0.0577,1.0000,0.0483,0.2266
mhwgo.mp3,65.01587,0.0097,0.1704,0.5407,0.0365,0.1231,0.1549,0.7066,0.0276,0.0256,1.0000,0.1034,0.1580
mhwgo.mp3,65.20163,0.0585,0.0828,0.7075,0.1255,0.1415,0.0980,0.4715,0.0816,0.0063,1.0000,0.0659,0.0667
mhwgo.mp3,65.38739,0.0448,0.0858,0.9429,0.0983,0.1849,0.1382,0.2801,1.0000,0.1110,0.2672,0.2236,0.1454
mhwgo.mp3,65.57315,0.0083,0.0871,0.6279,0.1140,0.0898,0.1129,0.0851,1.0000,0.0369,0.2910,0.0571,0.1190
mhwgo.mp3,65.75891,0.0276,0.0286,1.0000,0.1964,0.1184,0.0693,0.1014,0.9312,0.0000,0.2462,0.1366,0.1180
mhwgo.mp3,65.94467,0.1076,0.0000,1.0000,0.2105,0.1934,0.0140,0.0847,0.6606,0.0036,0.3226,0.0351,0.1617
mhwgo.mp3,66.13043,0.1318,0.0008,0.9171,0.1715,0.2318,0.0720,0.0589,1.0000,0.0447,0.2147,0.0502,0.1628
mhwgo.mp3,66.31619,0.0868,0.0047,1.0000,0.2379,0.1770,0.0642,0.1268,0.9637,0.0729,0.1101,0.0792,0.2481
mhwgo.mp3,66.50195,0.0645,0.0110,1.0000,0.2350,0.0962,0.0310,0.1110,0.5669,0.0116,0.1598,0.0511,0.1808
mhwgo.mp3,66.68771,0.1040,0.0155,0.8102,0.1667,0.1615,0.0749,0.0926,1.0000,0.0268,0.1461,0.0398,0.1848
mhwgo.mp3,66.87347,0.0405,0.0278,0.6954,0.0435,0.2723,0.0945,0.0823,1.0000,0.1020,0.0284,0.0686,0.2237
