Filename,Time (seconds),Chroma_A,Chroma_A#,Chroma_B,Chroma_C,Chroma_C#,Chroma_D,Chroma_D#,Chroma_E,Chroma_F,Chroma_F#,Chroma_G,Chroma_G#
mhwgo.mp3,0.46440,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.47601,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.48762,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.49923,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.51084,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.52245,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.53406,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.54567,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.55728,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.56889,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.58050,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.59211,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.60372,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.61533,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.62694,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.63855,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.65016,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.66177,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.67338,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.68499,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.69660,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.70821,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.71982,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.73143,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.74304,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.75465,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.76626,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.77787,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.78948,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.80109,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.81270,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.82431,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.83592,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.84753,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.85914,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.87075,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.88236,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.89397,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.90558,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.91719,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.92880,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.94041,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.95202,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.96363,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.97524,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.98685,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,0.99846,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.01007,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.02168,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.03329,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.04490,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.05651,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.06812,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.07973,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.09134,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.10295,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.11456,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.12617,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.13778,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.14939,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.16100,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.17261,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.18422,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.19583,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.20744,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.21905,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.23066,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.24227,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.25388,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.26549,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.27710,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.28871,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.30032,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.31193,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.32354,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.33515,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.34676,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.35837,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.36998,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.38159,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.39320,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.40481,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.41642,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.42803,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.43964,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.45125,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.46286,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.47447,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.48608,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.49769,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.50930,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.52091,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.53252,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.54413,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.55574,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.56735,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.57896,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.59057,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.60218,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.61379,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.62540,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.63701,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.64862,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.66023,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.67184,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.68345,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.69506,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.70667,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.71828,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.72989,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.74150,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.75311,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.76472,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.77633,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.78794,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.79955,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.81116,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
mhwgo.mp3,1.82277,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974,-39.6974
